date_game,box_score_url,visitor_team_name,visitor_pts,home_team_name,home_pts,overtimes,game_remarks
"Sun, Apr 14, 2013",/boxscores/201304140LAL.html,San Antonio Spurs,86,Los Angeles Lakers,91,,
"Sun, Apr 14, 2013",/boxscores/201304140MIA.html,Chicago Bulls,93,Miami Heat,105,,
"Sun, Apr 14, 2013",/boxscores/201304140NOH.html,Dallas Mavericks,107,New Orleans Hornets,89,,
"Sun, Apr 14, 2013",/boxscores/201304140NYK.html,Indiana Pacers,80,New York Knicks,90,,
"Sun, Apr 14, 2013",/boxscores/201304140PHI.html,Cleveland Cavaliers,77,Philadelphia 76ers,91,,
"Sun, Apr 14, 2013",/boxscores/201304140TOR.html,Brooklyn Nets,87,Toronto Raptors,93,,
"Mon, Apr 15, 2013",/boxscores/201304150BRK.html,Washington Wizards,101,Brooklyn Nets,106,,
"Mon, Apr 15, 2013",/boxscores/201304150CHA.html,New York Knicks,95,Charlotte Bobcats,106,,
"Mon, Apr 15, 2013",/boxscores/201304150CLE.html,Miami Heat,96,Cleveland Cavaliers,95,,
"Mon, Apr 15, 2013",/boxscores/201304150DAL.html,Memphis Grizzlies,103,Dallas Mavericks,97,,
"Mon, Apr 15, 2013",/boxscores/201304150DET.html,Philadelphia 76ers,101,Detroit Pistons,109,,
"Mon, Apr 15, 2013",/boxscores/201304150GSW.html,San Antonio Spurs,106,Golden State Warriors,116,,
"Mon, Apr 15, 2013",/boxscores/201304150MIL.html,Denver Nuggets,112,Milwaukee Bucks,111,,
"Mon, Apr 15, 2013",/boxscores/201304150MIN.html,Utah Jazz,96,Minnesota Timberwolves,80,,
"Mon, Apr 15, 2013",/boxscores/201304150OKC.html,Sacramento Kings,95,Oklahoma City Thunder,104,,
"Mon, Apr 15, 2013",/boxscores/201304150ORL.html,Chicago Bulls,102,Orlando Magic,84,,
"Mon, Apr 15, 2013",/boxscores/201304150PHO.html,Houston Rockets,112,Phoenix Suns,119,,
"Tue, Apr 16, 2013",/boxscores/201304160ATL.html,Toronto Raptors,113,Atlanta Hawks,96,,
"Tue, Apr 16, 2013",/boxscores/201304160LAC.html,Portland Trail Blazers,77,Los Angeles Clippers,93,,
"Wed, Apr 17, 2013",/boxscores/201304170BRK.html,Detroit Pistons,99,Brooklyn Nets,103,,
"Wed, Apr 17, 2013",/boxscores/201304170CHA.html,Cleveland Cavaliers,98,Charlotte Bobcats,105,,
"Wed, Apr 17, 2013",/boxscores/201304170CHI.html,Washington Wizards,92,Chicago Bulls,95,,
"Wed, Apr 17, 2013",/boxscores/201304170DAL.html,New Orleans Hornets,87,Dallas Mavericks,99,,
"Wed, Apr 17, 2013",/boxscores/201304170DEN.html,Phoenix Suns,98,Denver Nuggets,118,,
"Wed, Apr 17, 2013",/boxscores/201304170IND.html,Philadelphia 76ers,105,Indiana Pacers,95,,
"Wed, Apr 17, 2013",/boxscores/201304170LAL.html,Houston Rockets,95,Los Angeles Lakers,99,OT,
"Wed, Apr 17, 2013",/boxscores/201304170MEM.html,Utah Jazz,70,Memphis Grizzlies,86,,
"Wed, Apr 17, 2013",/boxscores/201304170MIA.html,Orlando Magic,93,Miami Heat,105,,
"Wed, Apr 17, 2013",/boxscores/201304170NYK.html,Atlanta Hawks,92,New York Knicks,98,,
"Wed, Apr 17, 2013",/boxscores/201304170OKC.html,Milwaukee Bucks,95,Oklahoma City Thunder,89,,
"Wed, Apr 17, 2013",/boxscores/201304170POR.html,Golden State Warriors,99,Portland Trail Blazers,88,,
"Wed, Apr 17, 2013",/boxscores/201304170SAC.html,Los Angeles Clippers,112,Sacramento Kings,108,,
"Wed, Apr 17, 2013",/boxscores/201304170SAS.html,Minnesota Timberwolves,108,San Antonio Spurs,95,,
"Wed, Apr 17, 2013",/boxscores/201304170TOR.html,Boston Celtics,90,Toronto Raptors,114,,
