date_game,box_score_url,visitor_team_name,visitor_pts,home_team_name,home_pts,overtimes,game_remarks
"Fri, Feb 1, 2013",/boxscores/201302010PHO.html,Dallas Mavericks,109,Phoenix Suns,99,,
"Fri, Feb 1, 2013",/boxscores/201302010TOR.html,Los Angeles Clippers,73,Toronto Raptors,98,,
"Fri, Feb 1, 2013",/boxscores/201302010UTA.html,Portland Trail Blazers,77,Utah Jazz,86,,
"Sat, Feb 2, 2013",/boxscores/201302020ATL.html,Chicago Bulls,93,Atlanta Hawks,76,,
"Sat, Feb 2, 2013",/boxscores/201302020CLE.html,Oklahoma City Thunder,110,Cleveland Cavaliers,115,,
"Sat, Feb 2, 2013",/boxscores/201302020GSW.html,Phoenix Suns,93,Golden State Warriors,113,,
"Sat, Feb 2, 2013",/boxscores/201302020HOU.html,Charlotte Bobcats,95,Houston Rockets,109,,
"Sat, Feb 2, 2013",/boxscores/201302020MIL.html,Orlando Magic,98,Milwaukee Bucks,107,,
"Sat, Feb 2, 2013",/boxscores/201302020MIN.html,New Orleans Hornets,86,Minnesota Timberwolves,115,,
"Sat, Feb 2, 2013",/boxscores/201302020NYK.html,Sacramento Kings,81,New York Knicks,120,,
"Sat, Feb 2, 2013",/boxscores/201302020POR.html,Utah Jazz,99,Portland Trail Blazers,105,,
"Sat, Feb 2, 2013",/boxscores/201302020SAS.html,Washington Wizards,86,San Antonio Spurs,96,,
"Sun, Feb 3, 2013",/boxscores/201302030BOS.html,Los Angeles Clippers,104,Boston Celtics,106,,
"Sun, Feb 3, 2013",/boxscores/201302030DET.html,Los Angeles Lakers,98,Detroit Pistons,97,,
"Sun, Feb 3, 2013",/boxscores/201302030TOR.html,Miami Heat,100,Toronto Raptors,85,,
"Mon, Feb 4, 2013",/boxscores/201302040IND.html,Chicago Bulls,101,Indiana Pacers,111,,
"Mon, Feb 4, 2013",/boxscores/201302040MIA.html,Charlotte Bobcats,94,Miami Heat,99,,
"Mon, Feb 4, 2013",/boxscores/201302040MIN.html,Portland Trail Blazers,100,Minnesota Timberwolves,98,,
"Mon, Feb 4, 2013",/boxscores/201302040NYK.html,Detroit Pistons,85,New York Knicks,99,,
"Mon, Feb 4, 2013",/boxscores/201302040OKC.html,Dallas Mavericks,91,Oklahoma City Thunder,112,,
"Mon, Feb 4, 2013",/boxscores/201302040PHI.html,Orlando Magic,61,Philadelphia 76ers,78,,
"Mon, Feb 4, 2013",/boxscores/201302040UTA.html,Sacramento Kings,91,Utah Jazz,98,OT,
"Mon, Feb 4, 2013",/boxscores/201302040WAS.html,Los Angeles Clippers,90,Washington Wizards,98,,
"Tue, Feb 5, 2013",/boxscores/201302050BRK.html,Los Angeles Lakers,92,Brooklyn Nets,83,,
"Tue, Feb 5, 2013",/boxscores/201302050DEN.html,Milwaukee Bucks,104,Denver Nuggets,112,,
"Tue, Feb 5, 2013",/boxscores/201302050HOU.html,Golden State Warriors,109,Houston Rockets,140,,
"Tue, Feb 5, 2013",/boxscores/201302050IND.html,Atlanta Hawks,103,Indiana Pacers,114,,
"Tue, Feb 5, 2013",/boxscores/201302050MEM.html,Phoenix Suns,96,Memphis Grizzlies,90,,
"Wed, Feb 6, 2013",/boxscores/201302060ATL.html,Memphis Grizzlies,92,Atlanta Hawks,103,,
"Wed, Feb 6, 2013",/boxscores/201302060CLE.html,Charlotte Bobcats,95,Cleveland Cavaliers,122,,
"Wed, Feb 6, 2013",/boxscores/201302060DAL.html,Portland Trail Blazers,99,Dallas Mavericks,105,,
"Wed, Feb 6, 2013",/boxscores/201302060DET.html,Brooklyn Nets,93,Detroit Pistons,90,,
"Wed, Feb 6, 2013",/boxscores/201302060MIA.html,Houston Rockets,108,Miami Heat,114,,
"Wed, Feb 6, 2013",/boxscores/201302060MIN.html,San Antonio Spurs,104,Minnesota Timberwolves,94,,
"Wed, Feb 6, 2013",/boxscores/201302060NOH.html,Phoenix Suns,84,New Orleans Hornets,93,,
"Wed, Feb 6, 2013",/boxscores/201302060OKC.html,Golden State Warriors,98,Oklahoma City Thunder,119,,
"Wed, Feb 6, 2013",/boxscores/201302060ORL.html,Los Angeles Clippers,86,Orlando Magic,76,,
"Wed, Feb 6, 2013",/boxscores/201302060PHI.html,Indiana Pacers,88,Philadelphia 76ers,69,,
"Wed, Feb 6, 2013",/boxscores/201302060TOR.html,Boston Celtics,99,Toronto Raptors,95,,
"Wed, Feb 6, 2013",/boxscores/201302060UTA.html,Milwaukee Bucks,86,Utah Jazz,100,,
"Wed, Feb 6, 2013",/boxscores/201302060WAS.html,New York Knicks,96,Washington Wizards,106,,
"Thu, Feb 7, 2013",/boxscores/201302070BOS.html,Los Angeles Lakers,95,Boston Celtics,116,,
"Thu, Feb 7, 2013",/boxscores/201302070DEN.html,Chicago Bulls,96,Denver Nuggets,128,,
"Fri, Feb 8, 2013",/boxscores/201302080ATL.html,New Orleans Hornets,111,Atlanta Hawks,100,,
"Fri, Feb 8, 2013",/boxscores/201302080CHA.html,Los Angeles Lakers,100,Charlotte Bobcats,93,,
"Fri, Feb 8, 2013",/boxscores/201302080CLE.html,Orlando Magic,108,Cleveland Cavaliers,119,,
"Fri, Feb 8, 2013",/boxscores/201302080DET.html,San Antonio Spurs,109,Detroit Pistons,119,,
"Fri, Feb 8, 2013",/boxscores/201302080HOU.html,Portland Trail Blazers,103,Houston Rockets,118,,
"Fri, Feb 8, 2013",/boxscores/201302080IND.html,Toronto Raptors,100,Indiana Pacers,98,OT,
"Fri, Feb 8, 2013",/boxscores/201302080MEM.html,Golden State Warriors,93,Memphis Grizzlies,99,,
"Fri, Feb 8, 2013",/boxscores/201302080MIA.html,Los Angeles Clippers,89,Miami Heat,111,,
"Fri, Feb 8, 2013",/boxscores/201302080MIN.html,New York Knicks,100,Minnesota Timberwolves,94,,
"Fri, Feb 8, 2013",/boxscores/201302080OKC.html,Phoenix Suns,96,Oklahoma City Thunder,127,,
"Fri, Feb 8, 2013",/boxscores/201302080UTA.html,Chicago Bulls,93,Utah Jazz,89,,
"Fri, Feb 8, 2013",/boxscores/201302080WAS.html,Brooklyn Nets,74,Washington Wizards,89,,
"Sat, Feb 9, 2013",/boxscores/201302090CLE.html,Denver Nuggets,111,Cleveland Cavaliers,103,,
"Sat, Feb 9, 2013",/boxscores/201302090DAL.html,Golden State Warriors,91,Dallas Mavericks,116,,
"Sat, Feb 9, 2013",/boxscores/201302090MIL.html,Detroit Pistons,105,Milwaukee Bucks,100,,
"Sat, Feb 9, 2013",/boxscores/201302090PHI.html,Charlotte Bobcats,76,Philadelphia 76ers,87,,
"Sat, Feb 9, 2013",/boxscores/201302090SAC.html,Utah Jazz,109,Sacramento Kings,120,,
"Sun, Feb 10, 2013",/boxscores/201302100BOS.html,Denver Nuggets,114,Boston Celtics,118,3OT,
"Sun, Feb 10, 2013",/boxscores/201302100BRK.html,San Antonio Spurs,111,Brooklyn Nets,86,,
"Sun, Feb 10, 2013",/boxscores/201302100MEM.html,Minnesota Timberwolves,88,Memphis Grizzlies,105,,
"Sun, Feb 10, 2013",/boxscores/201302100MIA.html,Los Angeles Lakers,97,Miami Heat,107,,
"Sun, Feb 10, 2013",/boxscores/201302100NYK.html,Los Angeles Clippers,102,New York Knicks,88,,
"Sun, Feb 10, 2013",/boxscores/201302100ORL.html,Portland Trail Blazers,104,Orlando Magic,110,,
"Sun, Feb 10, 2013",/boxscores/201302100PHO.html,Oklahoma City Thunder,97,Phoenix Suns,69,,
"Sun, Feb 10, 2013",/boxscores/201302100SAC.html,Houston Rockets,111,Sacramento Kings,117,,
"Sun, Feb 10, 2013",/boxscores/201302100TOR.html,New Orleans Hornets,89,Toronto Raptors,102,,
"Mon, Feb 11, 2013",/boxscores/201302110CHA.html,Boston Celtics,91,Charlotte Bobcats,94,,
"Mon, Feb 11, 2013",/boxscores/201302110CHI.html,San Antonio Spurs,103,Chicago Bulls,89,,
"Mon, Feb 11, 2013",/boxscores/201302110CLE.html,Minnesota Timberwolves,100,Cleveland Cavaliers,92,,
"Mon, Feb 11, 2013",/boxscores/201302110DAL.html,Atlanta Hawks,105,Dallas Mavericks,101,,
"Mon, Feb 11, 2013",/boxscores/201302110DET.html,New Orleans Hornets,105,Detroit Pistons,86,,
"Mon, Feb 11, 2013",/boxscores/201302110IND.html,Brooklyn Nets,89,Indiana Pacers,84,OT,
"Mon, Feb 11, 2013",/boxscores/201302110MIL.html,Washington Wizards,102,Milwaukee Bucks,90,,
"Mon, Feb 11, 2013",/boxscores/201302110PHI.html,Los Angeles Clippers,107,Philadelphia 76ers,90,,
"Tue, Feb 12, 2013",/boxscores/201302120GSW.html,Houston Rockets,116,Golden State Warriors,107,,
"Tue, Feb 12, 2013",/boxscores/201302120LAL.html,Phoenix Suns,85,Los Angeles Lakers,91,,
"Tue, Feb 12, 2013",/boxscores/201302120MEM.html,Sacramento Kings,101,Memphis Grizzlies,108,,
"Tue, Feb 12, 2013",/boxscores/201302120MIA.html,Portland Trail Blazers,104,Miami Heat,117,,
"Tue, Feb 12, 2013",/boxscores/201302120TOR.html,Denver Nuggets,108,Toronto Raptors,109,,
"Tue, Feb 12, 2013",/boxscores/201302120UTA.html,Oklahoma City Thunder,94,Utah Jazz,109,,
"Wed, Feb 13, 2013",/boxscores/201302130BOS.html,Chicago Bulls,69,Boston Celtics,71,,
"Wed, Feb 13, 2013",/boxscores/201302130BRK.html,Denver Nuggets,108,Brooklyn Nets,119,,
"Wed, Feb 13, 2013",/boxscores/201302130CLE.html,San Antonio Spurs,96,Cleveland Cavaliers,95,,
"Wed, Feb 13, 2013",/boxscores/201302130DAL.html,Sacramento Kings,100,Dallas Mavericks,123,,
"Wed, Feb 13, 2013",/boxscores/201302130DET.html,Washington Wizards,85,Detroit Pistons,96,,
"Wed, Feb 13, 2013",/boxscores/201302130IND.html,Charlotte Bobcats,77,Indiana Pacers,101,,
"Wed, Feb 13, 2013",/boxscores/201302130LAC.html,Houston Rockets,96,Los Angeles Clippers,106,,
"Wed, Feb 13, 2013",/boxscores/201302130MIL.html,Philadelphia 76ers,92,Milwaukee Bucks,94,,
"Wed, Feb 13, 2013",/boxscores/201302130MIN.html,Utah Jazz,97,Minnesota Timberwolves,93,,
"Wed, Feb 13, 2013",/boxscores/201302130NOH.html,Portland Trail Blazers,63,New Orleans Hornets,99,,
"Wed, Feb 13, 2013",/boxscores/201302130NYK.html,Toronto Raptors,92,New York Knicks,88,,
"Wed, Feb 13, 2013",/boxscores/201302130ORL.html,Atlanta Hawks,108,Orlando Magic,76,,
"Thu, Feb 14, 2013",/boxscores/201302140LAL.html,Los Angeles Clippers,125,Los Angeles Lakers,101,,
"Thu, Feb 14, 2013",/boxscores/201302140OKC.html,Miami Heat,110,Oklahoma City Thunder,100,,
"Tue, Feb 19, 2013",/boxscores/201302190BRK.html,Milwaukee Bucks,111,Brooklyn Nets,113,OT,
"Tue, Feb 19, 2013",/boxscores/201302190DEN.html,Boston Celtics,90,Denver Nuggets,97,,
"Tue, Feb 19, 2013",/boxscores/201302190DET.html,Memphis Grizzlies,105,Detroit Pistons,91,,
"Tue, Feb 19, 2013",/boxscores/201302190NOH.html,Chicago Bulls,96,New Orleans Hornets,87,,
"Tue, Feb 19, 2013",/boxscores/201302190ORL.html,Charlotte Bobcats,105,Orlando Magic,92,,
"Tue, Feb 19, 2013",/boxscores/201302190POR.html,Phoenix Suns,102,Portland Trail Blazers,98,,
"Tue, Feb 19, 2013",/boxscores/201302190SAC.html,San Antonio Spurs,108,Sacramento Kings,102,,
"Tue, Feb 19, 2013",/boxscores/201302190UTA.html,Golden State Warriors,101,Utah Jazz,115,,
"Tue, Feb 19, 2013",/boxscores/201302190WAS.html,Toronto Raptors,96,Washington Wizards,88,,
"Wed, Feb 20, 2013",/boxscores/201302200ATL.html,Miami Heat,103,Atlanta Hawks,90,,
"Wed, Feb 20, 2013",/boxscores/201302200CHA.html,Detroit Pistons,105,Charlotte Bobcats,99,,
"Wed, Feb 20, 2013",/boxscores/201302200CLE.html,New Orleans Hornets,100,Cleveland Cavaliers,105,,
"Wed, Feb 20, 2013",/boxscores/201302200DAL.html,Orlando Magic,96,Dallas Mavericks,111,,
"Wed, Feb 20, 2013",/boxscores/201302200GSW.html,Phoenix Suns,98,Golden State Warriors,108,,
"Wed, Feb 20, 2013",/boxscores/201302200HOU.html,Oklahoma City Thunder,119,Houston Rockets,122,,
"Wed, Feb 20, 2013",/boxscores/201302200IND.html,New York Knicks,91,Indiana Pacers,125,,
"Wed, Feb 20, 2013",/boxscores/201302200LAL.html,Boston Celtics,99,Los Angeles Lakers,113,,
"Wed, Feb 20, 2013",/boxscores/201302200MIL.html,Brooklyn Nets,97,Milwaukee Bucks,94,,
"Wed, Feb 20, 2013",/boxscores/201302200MIN.html,Philadelphia 76ers,87,Minnesota Timberwolves,94,,
"Wed, Feb 20, 2013",/boxscores/201302200TOR.html,Memphis Grizzlies,88,Toronto Raptors,82,,
"Thu, Feb 21, 2013",/boxscores/201302210CHI.html,Miami Heat,86,Chicago Bulls,67,,
"Thu, Feb 21, 2013",/boxscores/201302210LAC.html,San Antonio Spurs,116,Los Angeles Clippers,90,,
"Fri, Feb 22, 2013",/boxscores/201302220ATL.html,Sacramento Kings,108,Atlanta Hawks,122,,
"Fri, Feb 22, 2013",/boxscores/201302220BRK.html,Houston Rockets,106,Brooklyn Nets,96,,
"Fri, Feb 22, 2013",/boxscores/201302220CHA.html,Chicago Bulls,105,Charlotte Bobcats,75,,
"Fri, Feb 22, 2013",/boxscores/201302220GSW.html,San Antonio Spurs,101,Golden State Warriors,107,OT,
"Fri, Feb 22, 2013",/boxscores/201302220IND.html,Detroit Pistons,82,Indiana Pacers,114,,
"Fri, Feb 22, 2013",/boxscores/201302220LAL.html,Portland Trail Blazers,107,Los Angeles Lakers,111,,
"Fri, Feb 22, 2013",/boxscores/201302220MEM.html,Orlando Magic,82,Memphis Grizzlies,88,,
"Fri, Feb 22, 2013",/boxscores/201302220NOH.html,Dallas Mavericks,104,New Orleans Hornets,100,,
"Fri, Feb 22, 2013",/boxscores/201302220OKC.html,Minnesota Timberwolves,111,Oklahoma City Thunder,127,,
"Fri, Feb 22, 2013",/boxscores/201302220PHO.html,Boston Celtics,113,Phoenix Suns,88,,
"Fri, Feb 22, 2013",/boxscores/201302220TOR.html,New York Knicks,98,Toronto Raptors,100,,
"Fri, Feb 22, 2013",/boxscores/201302220WAS.html,Denver Nuggets,113,Washington Wizards,119,,
"Sat, Feb 23, 2013",/boxscores/201302230CHA.html,Denver Nuggets,113,Charlotte Bobcats,99,,
"Sat, Feb 23, 2013",/boxscores/201302230DET.html,Indiana Pacers,90,Detroit Pistons,72,,
"Sat, Feb 23, 2013",/boxscores/201302230LAC.html,Utah Jazz,94,Los Angeles Clippers,107,,
"Sat, Feb 23, 2013",/boxscores/201302230MIL.html,Atlanta Hawks,103,Milwaukee Bucks,102,,
"Sat, Feb 23, 2013",/boxscores/201302230ORL.html,Cleveland Cavaliers,118,Orlando Magic,94,,
"Sat, Feb 23, 2013",/boxscores/201302230PHI.html,Miami Heat,114,Philadelphia 76ers,90,,
"Sat, Feb 23, 2013",/boxscores/201302230WAS.html,Houston Rockets,103,Washington Wizards,105,,
"Sun, Feb 24, 2013",/boxscores/201302240BRK.html,Memphis Grizzlies,76,Brooklyn Nets,72,,
"Sun, Feb 24, 2013",/boxscores/201302240DAL.html,Los Angeles Lakers,103,Dallas Mavericks,99,,
"Sun, Feb 24, 2013",/boxscores/201302240MIA.html,Cleveland Cavaliers,105,Miami Heat,109,,
"Sun, Feb 24, 2013",/boxscores/201302240MIN.html,Golden State Warriors,100,Minnesota Timberwolves,99,,
"Sun, Feb 24, 2013",/boxscores/201302240NOH.html,Sacramento Kings,95,New Orleans Hornets,110,,
"Sun, Feb 24, 2013",/boxscores/201302240NYK.html,Philadelphia 76ers,93,New York Knicks,99,,
"Sun, Feb 24, 2013",/boxscores/201302240OKC.html,Chicago Bulls,72,Oklahoma City Thunder,102,,
"Sun, Feb 24, 2013",/boxscores/201302240PHO.html,San Antonio Spurs,97,Phoenix Suns,87,,
"Sun, Feb 24, 2013",/boxscores/201302240POR.html,Boston Celtics,86,Portland Trail Blazers,92,,
"Mon, Feb 25, 2013",/boxscores/201302250DEN.html,Los Angeles Lakers,108,Denver Nuggets,119,,
"Mon, Feb 25, 2013",/boxscores/201302250DET.html,Atlanta Hawks,114,Detroit Pistons,103,,
"Mon, Feb 25, 2013",/boxscores/201302250TOR.html,Washington Wizards,90,Toronto Raptors,84,,
"Mon, Feb 25, 2013",/boxscores/201302250UTA.html,Boston Celtics,110,Utah Jazz,107,OT,
"Tue, Feb 26, 2013",/boxscores/201302260CHI.html,Cleveland Cavaliers,101,Chicago Bulls,98,,
"Tue, Feb 26, 2013",/boxscores/201302260DAL.html,Milwaukee Bucks,95,Dallas Mavericks,90,,
"Tue, Feb 26, 2013",/boxscores/201302260IND.html,Golden State Warriors,97,Indiana Pacers,108,,
"Tue, Feb 26, 2013",/boxscores/201302260LAC.html,Charlotte Bobcats,84,Los Angeles Clippers,106,,
"Tue, Feb 26, 2013",/boxscores/201302260MIA.html,Sacramento Kings,129,Miami Heat,141,2OT,
"Tue, Feb 26, 2013",/boxscores/201302260NOH.html,Brooklyn Nets,101,New Orleans Hornets,97,,
"Tue, Feb 26, 2013",/boxscores/201302260PHI.html,Orlando Magic,98,Philadelphia 76ers,84,,
"Tue, Feb 26, 2013",/boxscores/201302260PHO.html,Minnesota Timberwolves,83,Phoenix Suns,84,OT,
"Wed, Feb 27, 2013",/boxscores/201302270CLE.html,Toronto Raptors,92,Cleveland Cavaliers,103,,
"Wed, Feb 27, 2013",/boxscores/201302270HOU.html,Milwaukee Bucks,110,Houston Rockets,107,,
"Wed, Feb 27, 2013",/boxscores/201302270MEM.html,Dallas Mavericks,84,Memphis Grizzlies,90,,
"Wed, Feb 27, 2013",/boxscores/201302270NYK.html,Golden State Warriors,105,New York Knicks,109,,
"Wed, Feb 27, 2013",/boxscores/201302270OKC.html,New Orleans Hornets,74,Oklahoma City Thunder,119,,
"Wed, Feb 27, 2013",/boxscores/201302270ORL.html,Sacramento Kings,125,Orlando Magic,101,,
"Wed, Feb 27, 2013",/boxscores/201302270POR.html,Denver Nuggets,111,Portland Trail Blazers,109,,
"Wed, Feb 27, 2013",/boxscores/201302270SAS.html,Phoenix Suns,105,San Antonio Spurs,101,OT,
"Wed, Feb 27, 2013",/boxscores/201302270UTA.html,Atlanta Hawks,102,Utah Jazz,91,,
"Wed, Feb 27, 2013",/boxscores/201302270WAS.html,Detroit Pistons,96,Washington Wizards,95,,
"Thu, Feb 28, 2013",/boxscores/201302280CHI.html,Philadelphia 76ers,82,Chicago Bulls,93,,
"Thu, Feb 28, 2013",/boxscores/201302280IND.html,Los Angeles Clippers,99,Indiana Pacers,91,,
"Thu, Feb 28, 2013",/boxscores/201302280LAL.html,Minnesota Timberwolves,94,Los Angeles Lakers,116,,
"Fri, Mar 1, 2013",/boxscores/201303010BOS.html,Golden State Warriors,86,Boston Celtics,94,,
"Fri, Mar 1, 2013",/boxscores/201303010BRK.html,Dallas Mavericks,98,Brooklyn Nets,90,,
"Fri, Mar 1, 2013",/boxscores/201303010CLE.html,Los Angeles Clippers,105,Cleveland Cavaliers,89,,
"Fri, Mar 1, 2013",/boxscores/201303010DEN.html,Oklahoma City Thunder,103,Denver Nuggets,105,,
"Fri, Mar 1, 2013",/boxscores/201303010MIA.html,Memphis Grizzlies,91,Miami Heat,98,,
"Fri, Mar 1, 2013",/boxscores/201303010NOH.html,Detroit Pistons,95,New Orleans Hornets,100,,
"Fri, Mar 1, 2013",/boxscores/201303010ORL.html,Houston Rockets,118,Orlando Magic,110,,
"Fri, Mar 1, 2013",/boxscores/201303010PHO.html,Atlanta Hawks,87,Phoenix Suns,92,,
"Fri, Mar 1, 2013",/boxscores/201303010SAS.html,Sacramento Kings,102,San Antonio Spurs,130,,
"Fri, Mar 1, 2013",/boxscores/201303010TOR.html,Indiana Pacers,93,Toronto Raptors,81,,
"Fri, Mar 1, 2013",/boxscores/201303010UTA.html,Charlotte Bobcats,68,Utah Jazz,98,,
"Fri, Mar 1, 2013",/boxscores/201303010WAS.html,New York Knicks,96,Washington Wizards,88,,
"Sat, Mar 2, 2013",/boxscores/201303020CHI.html,Brooklyn Nets,85,Chicago Bulls,96,,
"Sat, Mar 2, 2013",/boxscores/201303020MIL.html,Toronto Raptors,114,Milwaukee Bucks,122,OT,
"Sat, Mar 2, 2013",/boxscores/201303020PHI.html,Golden State Warriors,97,Philadelphia 76ers,104,,
"Sat, Mar 2, 2013",/boxscores/201303020POR.html,Minnesota Timberwolves,94,Portland Trail Blazers,109,,
"Sun, Mar 3, 2013",/boxscores/201303030HOU.html,Dallas Mavericks,103,Houston Rockets,136,,
"Sun, Mar 3, 2013",/boxscores/201303030IND.html,Chicago Bulls,92,Indiana Pacers,97,,
"Sun, Mar 3, 2013",/boxscores/201303030LAC.html,Oklahoma City Thunder,108,Los Angeles Clippers,104,,
"Sun, Mar 3, 2013",/boxscores/201303030LAL.html,Atlanta Hawks,98,Los Angeles Lakers,99,,
"Sun, Mar 3, 2013",/boxscores/201303030NYK.html,Miami Heat,99,New York Knicks,93,,
"Sun, Mar 3, 2013",/boxscores/201303030ORL.html,Memphis Grizzlies,108,Orlando Magic,82,,
"Sun, Mar 3, 2013",/boxscores/201303030SAC.html,Charlotte Bobcats,83,Sacramento Kings,119,,
"Sun, Mar 3, 2013",/boxscores/201303030SAS.html,Detroit Pistons,75,San Antonio Spurs,114,,
"Sun, Mar 3, 2013",/boxscores/201303030WAS.html,Philadelphia 76ers,87,Washington Wizards,90,,
"Mon, Mar 4, 2013",/boxscores/201303040CLE.html,New York Knicks,102,Cleveland Cavaliers,97,,
"Mon, Mar 4, 2013",/boxscores/201303040DEN.html,Atlanta Hawks,88,Denver Nuggets,104,,
"Mon, Mar 4, 2013",/boxscores/201303040GSW.html,Toronto Raptors,118,Golden State Warriors,125,,
"Mon, Mar 4, 2013",/boxscores/201303040MIL.html,Utah Jazz,108,Milwaukee Bucks,109,OT,
"Mon, Mar 4, 2013",/boxscores/201303040MIN.html,Miami Heat,97,Minnesota Timberwolves,81,,
"Mon, Mar 4, 2013",/boxscores/201303040NOH.html,Orlando Magic,105,New Orleans Hornets,102,,
"Mon, Mar 4, 2013",/boxscores/201303040POR.html,Charlotte Bobcats,105,Portland Trail Blazers,122,,
"Tue, Mar 5, 2013",/boxscores/201303050OKC.html,Los Angeles Lakers,105,Oklahoma City Thunder,122,,
"Tue, Mar 5, 2013",/boxscores/201303050PHI.html,Boston Celtics,109,Philadelphia 76ers,101,,
"Tue, Mar 5, 2013",/boxscores/201303050SAC.html,Denver Nuggets,120,Sacramento Kings,113,,
"Wed, Mar 6, 2013",/boxscores/201303060ATL.html,Philadelphia 76ers,96,Atlanta Hawks,107,,
"Wed, Mar 6, 2013",/boxscores/201303060CHA.html,Brooklyn Nets,99,Charlotte Bobcats,78,,
"Wed, Mar 6, 2013",/boxscores/201303060CLE.html,Utah Jazz,101,Cleveland Cavaliers,104,,
"Wed, Mar 6, 2013",/boxscores/201303060DAL.html,Houston Rockets,108,Dallas Mavericks,112,,
"Wed, Mar 6, 2013",/boxscores/201303060DET.html,New York Knicks,87,Detroit Pistons,77,,
"Wed, Mar 6, 2013",/boxscores/201303060GSW.html,Sacramento Kings,83,Golden State Warriors,87,,
"Wed, Mar 6, 2013",/boxscores/201303060IND.html,Boston Celtics,83,Indiana Pacers,81,,
"Wed, Mar 6, 2013",/boxscores/201303060LAC.html,Milwaukee Bucks,101,Los Angeles Clippers,117,,
"Wed, Mar 6, 2013",/boxscores/201303060MEM.html,Portland Trail Blazers,85,Memphis Grizzlies,91,,
"Wed, Mar 6, 2013",/boxscores/201303060MIA.html,Orlando Magic,96,Miami Heat,97,,
"Wed, Mar 6, 2013",/boxscores/201303060MIN.html,Washington Wizards,82,Minnesota Timberwolves,87,,
"Wed, Mar 6, 2013",/boxscores/201303060NOH.html,Los Angeles Lakers,108,New Orleans Hornets,102,,
"Wed, Mar 6, 2013",/boxscores/201303060PHO.html,Toronto Raptors,98,Phoenix Suns,71,,
"Wed, Mar 6, 2013",/boxscores/201303060SAS.html,Chicago Bulls,83,San Antonio Spurs,101,,
"Thu, Mar 7, 2013",/boxscores/201303070DEN.html,Los Angeles Clippers,92,Denver Nuggets,107,,
"Thu, Mar 7, 2013",/boxscores/201303070NYK.html,Oklahoma City Thunder,95,New York Knicks,94,,
"Fri, Mar 8, 2013",/boxscores/201303080BOS.html,Atlanta Hawks,102,Boston Celtics,107,OT,
"Fri, Mar 8, 2013",/boxscores/201303080BRK.html,Washington Wizards,78,Brooklyn Nets,95,,
"Fri, Mar 8, 2013",/boxscores/201303080CHA.html,Oklahoma City Thunder,116,Charlotte Bobcats,94,,
"Fri, Mar 8, 2013",/boxscores/201303080CHI.html,Utah Jazz,88,Chicago Bulls,89,,
"Fri, Mar 8, 2013",/boxscores/201303080CLE.html,Memphis Grizzlies,103,Cleveland Cavaliers,92,,
"Fri, Mar 8, 2013",/boxscores/201303080DET.html,Dallas Mavericks,102,Detroit Pistons,99,,
"Fri, Mar 8, 2013",/boxscores/201303080GSW.html,Houston Rockets,94,Golden State Warriors,88,,
"Fri, Mar 8, 2013",/boxscores/201303080LAL.html,Toronto Raptors,116,Los Angeles Lakers,118,OT,
"Fri, Mar 8, 2013",/boxscores/201303080MIA.html,Philadelphia 76ers,93,Miami Heat,102,,
"Fri, Mar 8, 2013",/boxscores/201303080ORL.html,Indiana Pacers,115,Orlando Magic,86,,
"Fri, Mar 8, 2013",/boxscores/201303080SAC.html,Phoenix Suns,112,Sacramento Kings,121,,
"Fri, Mar 8, 2013",/boxscores/201303080SAS.html,Portland Trail Blazers,136,San Antonio Spurs,106,,
"Sat, Mar 9, 2013",/boxscores/201303090ATL.html,Brooklyn Nets,93,Atlanta Hawks,80,,
"Sat, Mar 9, 2013",/boxscores/201303090DEN.html,Minnesota Timberwolves,88,Denver Nuggets,111,,
"Sat, Mar 9, 2013",/boxscores/201303090GSW.html,Milwaukee Bucks,103,Golden State Warriors,93,,
"Sat, Mar 9, 2013",/boxscores/201303090MEM.html,New Orleans Hornets,85,Memphis Grizzlies,96,,
"Sat, Mar 9, 2013",/boxscores/201303090NYK.html,Utah Jazz,84,New York Knicks,113,,
"Sat, Mar 9, 2013",/boxscores/201303090PHO.html,Houston Rockets,105,Phoenix Suns,107,,
"Sat, Mar 9, 2013",/boxscores/201303090WAS.html,Charlotte Bobcats,87,Washington Wizards,104,,
"Sun, Mar 10, 2013",/boxscores/201303100LAC.html,Detroit Pistons,97,Los Angeles Clippers,129,,
"Sun, Mar 10, 2013",/boxscores/201303100LAL.html,Chicago Bulls,81,Los Angeles Lakers,90,,
"Sun, Mar 10, 2013",/boxscores/201303100MIA.html,Indiana Pacers,91,Miami Heat,105,,
"Sun, Mar 10, 2013",/boxscores/201303100MIN.html,Dallas Mavericks,100,Minnesota Timberwolves,77,,
"Sun, Mar 10, 2013",/boxscores/201303100NOH.html,Portland Trail Blazers,96,New Orleans Hornets,98,,
"Sun, Mar 10, 2013",/boxscores/201303100OKC.html,Boston Celtics,79,Oklahoma City Thunder,91,,
"Sun, Mar 10, 2013",/boxscores/201303100ORL.html,Philadelphia 76ers,91,Orlando Magic,99,,
"Sun, Mar 10, 2013",/boxscores/201303100SAC.html,Milwaukee Bucks,115,Sacramento Kings,113,,
"Sun, Mar 10, 2013",/boxscores/201303100TOR.html,Cleveland Cavaliers,96,Toronto Raptors,100,,
"Mon, Mar 11, 2013",/boxscores/201303110GSW.html,New York Knicks,63,Golden State Warriors,92,,
