mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
0,17,8,0.17300000000000004,1,-2,0.10700000000000004,-5,-15,0.20000000000000007,-5,6,1,24,4,1,-6,9,30
0,2,-1,0.025999999999999968,1,-1,0.05600000000000002,1,-2,0.08099999999999996,-1,8,7,8,-1,-2,3,1,6
0,12,-9,0.20800000000000007,7,-5,0.556,1,-4,0.09900000000000009,-11,17,6,14,2,1,-2,-1,32
0,-6,-9,-0.01799999999999996,-2,-2,-0.06700000000000006,18,22,0.15200000000000002,5,0,5,-7,-1,3,2,-14,4
0,-1,-8,0.02999999999999997,-2,1,-0.14499999999999996,10,20,-0.19200000000000006,3,7,10,5,2,-2,2,-11,6
0,3,-7,0.069,3,3,0.10600000000000004,-5,-5,-0.03299999999999992,-1,0,-1,1,1,13,0,-2,4
0,7,-2,0.09599999999999992,3,-3,0.29000000000000004,-1,-7,0.20700000000000007,-1,10,9,2,-4,2,7,3,16
0,9,-5,0.14,6,3,0.244,1,0,0.04300000000000004,-3,8,5,-7,0,3,-1,1,25
0,0,5,-0.02900000000000008,-3,-10,0.03199999999999997,5,5,0.038000000000000034,-4,-7,-11,-1,2,-5,-7,-6,2
0,3,7,-0.0040000000000000036,7,2,0.27599999999999997,-7,-4,-0.11099999999999999,10,3,13,0,-4,3,7,2,6
0,7,1,0.07900000000000001,5,8,0.186,-5,-8,0.050999999999999934,-1,4,3,8,3,0,-1,8,14
0,8,-2,0.11499999999999999,6,8,0.22099999999999997,-4,-5,-0.013000000000000012,0,9,9,7,-1,4,6,3,18
0,5,-6,0.09599999999999997,7,5,0.333,-4,-4,-0.028999999999999915,-2,9,7,-3,1,-4,4,3,13
0,-2,2,-0.03200000000000003,10,16,0.16700000000000004,-5,-6,-0.014000000000000123,-7,-10,-17,-1,2,2,-6,2,1
0,5,8,0.012999999999999956,5,7,0.14299999999999996,9,6,0.18499999999999994,7,4,11,6,3,-3,-5,0,24
0,10,-1,0.13499999999999995,-2,-7,0.03600000000000003,6,8,-0.06700000000000006,-2,7,5,2,8,-1,-6,-5,24
0,3,-4,0.061,-12,-30,0.024999999999999967,8,5,0.271,-4,2,-2,7,1,3,-3,-1,2
0,3,-6,0.07400000000000001,-7,-14,-0.14299999999999996,5,-1,0.44799999999999995,-10,1,-9,-2,-1,7,-3,5,4
0,-5,-15,0.024000000000000077,5,7,0.07600000000000001,9,12,0.025999999999999912,-5,6,1,-2,-4,1,4,-7,4
0,0,-3,0.020000000000000018,4,-1,0.23199999999999998,0,0,0.0,-3,2,-1,5,1,5,0,-2,4
0,0,-4,0.02200000000000002,6,6,0.32100000000000006,-5,-8,0.051999999999999935,0,7,7,-5,-1,2,5,7,1
0,10,6,0.08399999999999996,-6,-3,-0.257,1,2,-0.06700000000000006,4,4,8,11,0,5,-4,-3,15
0,-4,-10,0.003000000000000058,4,20,-0.066,10,15,-0.07900000000000007,0,4,4,-1,-1,1,0,-4,6
0,11,-7,0.16499999999999998,2,-1,0.13099999999999998,6,3,0.139,-2,10,8,3,-1,4,0,1,30
0,2,-9,0.07400000000000001,2,8,-0.03899999999999998,4,2,0.07300000000000006,-9,-2,-11,-2,-1,-3,-3,-1,10
0,-1,-6,0.01899999999999996,5,8,0.17899999999999996,3,4,-0.01100000000000001,5,6,11,5,-5,0,7,-2,6
0,6,10,0.006000000000000005,-3,-1,-0.14300000000000002,2,-4,0.14099999999999996,5,3,8,9,7,2,-6,8,11
0,-1,-5,0.018000000000000016,11,19,0.21,2,2,0.015000000000000013,-2,-2,-4,6,2,3,-4,-2,11
0,5,2,0.052999999999999936,2,-7,0.31999999999999995,-6,-10,0.10399999999999998,1,9,10,4,-2,-6,5,5,6
0,2,-2,0.034000000000000086,2,10,-0.10100000000000003,-3,-4,0.025000000000000022,-7,0,-7,-4,2,-1,-1,5,3
0,1,3,-0.006000000000000005,-4,-4,-0.135,5,4,0.1090000000000001,2,3,5,-15,4,-3,-5,2,3
0,-2,-3,-0.009000000000000008,6,1,0.33,3,5,-0.041000000000000036,-8,-9,-17,2,3,-3,-8,-1,5
0,8,8,0.05399999999999999,-6,0,-0.28500000000000003,1,3,-0.051000000000000045,-1,-3,-4,6,3,3,-8,-6,11
0,8,-5,0.132,6,6,0.17000000000000004,0,12,-0.39499999999999996,2,4,6,17,2,6,-1,-4,22
0,8,8,0.03799999999999992,-4,-4,-0.08400000000000002,0,-2,0.061000000000000054,-6,7,1,2,1,4,-7,-3,12
0,-3,-11,0.027000000000000024,7,6,0.24299999999999994,3,3,0.03299999999999992,0,3,3,6,-5,1,6,-8,4
0,9,-5,0.14400000000000002,-2,-8,0.052000000000000046,-2,-2,-0.03400000000000003,-2,10,8,7,-2,2,2,3,14
0,6,1,0.06300000000000006,0,-6,0.122,-11,-11,-0.283,4,0,4,2,-9,4,4,9,1
0,-1,4,-0.03400000000000003,3,-7,0.28500000000000003,10,7,0.1379999999999999,4,-2,2,1,4,-3,-5,-6,11
0,1,0,0.010999999999999954,2,1,0.07100000000000001,-1,-5,0.10999999999999999,-4,0,-4,1,-1,5,0,3,3
0,-4,2,-0.061999999999999944,2,2,0.10700000000000004,12,15,0.0050000000000000044,5,6,11,1,2,-7,-6,0,6
0,0,15,-0.08600000000000002,-4,7,-0.23200000000000004,8,12,-0.06900000000000006,11,-3,8,5,6,-1,-7,0,4
0,15,-1,0.2019999999999999,2,-3,0.15799999999999997,13,10,0.18600000000000005,6,17,23,10,2,5,-2,-9,45
0,9,1,0.10199999999999992,4,3,0.139,2,4,-0.04700000000000004,-1,3,2,6,6,1,-5,-8,24
0,7,2,0.07,-7,-11,-0.18600000000000003,-5,4,-0.271,0,3,3,3,7,2,-4,0,2
0,9,14,0.030999999999999917,-3,-5,-0.10299999999999998,-11,-14,-0.04700000000000004,6,-1,5,2,-3,2,-2,8,4
0,1,-5,0.041000000000000036,1,2,0.02699999999999997,8,3,0.243,-7,-2,-9,6,3,0,-4,-3,11
0,-1,-12,0.066,1,-4,0.17899999999999994,2,6,-0.137,-4,1,-3,8,2,0,1,0,1
0,-1,-2,-0.0019999999999999463,-1,3,-0.15,14,12,0.21699999999999986,3,3,6,3,1,7,-1,-12,11
0,7,5,0.06099999999999994,-5,-2,-0.186,-1,-4,0.09000000000000008,-5,1,-4,0,2,2,-9,4,8
0,7,2,0.07300000000000001,9,11,0.16700000000000004,-1,6,-0.29599999999999993,7,7,14,4,-2,0,2,1,22
0,4,-19,0.13999999999999996,-2,-8,-0.016999999999999987,2,6,-0.09399999999999997,-11,1,-10,7,0,4,6,-4,8
0,3,0,0.03799999999999998,2,-2,0.125,0,0,-0.0,-4,-9,-13,0,5,5,-6,2,8
0,10,9,0.07200000000000001,2,9,-0.032999999999999974,-6,-8,-0.04300000000000004,0,7,7,8,5,7,-6,-3,16
0,7,12,0.01899999999999996,0,1,-0.017000000000000015,-12,-17,0.0,0,-7,-7,7,7,-5,-5,5,2
0,1,-4,0.03700000000000003,6,6,0.21800000000000003,-1,0,-0.03700000000000003,-5,2,-3,3,3,0,-5,-5,7
0,-4,3,-0.06799999999999995,0,1,-0.018000000000000016,13,15,0.11699999999999999,7,0,7,-9,-1,4,-3,-5,5
0,-2,-1,-0.018999999999999906,6,10,0.06,6,12,-0.1339999999999999,3,0,3,-2,0,0,-2,-5,8
0,5,8,0.019000000000000017,2,-1,0.10700000000000004,-7,-10,0.05999999999999994,-1,-4,-5,-5,0,-3,-3,-2,5
0,12,-1,0.14800000000000002,2,-1,0.11700000000000005,2,4,-0.06900000000000006,4,11,15,21,-2,4,0,-3,28
0,5,-2,0.08300000000000002,4,9,0.07699999999999996,-2,-3,0.017999999999999905,2,11,13,8,-2,-2,6,-1,12
0,10,-3,0.14100000000000001,0,-2,0.034999999999999976,10,11,0.15600000000000014,12,26,38,7,-2,2,10,0,30
0,4,7,0.013000000000000067,1,12,-0.1519999999999999,-1,-8,0.20199999999999996,-2,-1,-3,-1,1,-1,-1,5,8
0,6,1,0.07700000000000001,1,0,0.06700000000000006,-2,-9,0.30400000000000005,-2,2,0,6,-1,3,-2,4,11
0,0,-8,0.03999999999999998,-3,-8,-0.006999999999999951,11,12,0.05499999999999994,0,6,6,4,-1,4,-2,-6,8
0,8,-1,0.09900000000000003,2,-8,0.28200000000000003,-11,-10,-0.34500000000000003,0,13,13,7,-5,2,4,4,7
0,10,3,0.09799999999999998,6,8,0.26699999999999996,-11,-14,-0.05800000000000005,3,5,8,13,-4,2,5,13,15
0,8,0,0.09999999999999998,2,7,-0.03199999999999997,15,16,0.125,1,12,13,11,5,-3,-5,-12,33
0,-2,-10,0.032999999999999974,-2,-6,0.04099999999999998,11,15,-0.020000000000000018,2,6,8,-6,1,1,3,-6,5
0,0,-2,0.01200000000000001,-2,-3,-0.04200000000000004,6,12,-0.12900000000000011,1,-4,-3,1,3,3,-7,-4,4
0,-3,-4,-0.012999999999999956,2,-1,0.11200000000000004,5,3,0.18900000000000006,4,3,7,-13,-4,-7,7,0,1
0,7,10,0.03199999999999992,0,-9,0.124,-8,-7,-0.12399999999999989,1,0,1,2,1,0,-3,1,6
0,15,10,0.133,9,9,0.32499999999999996,-13,-11,-0.246,2,3,5,12,2,1,-1,5,26
0,14,13,0.10300000000000004,7,10,0.13299999999999995,1,0,0.03699999999999992,14,15,29,6,2,1,5,5,36
0,17,3,0.18,3,1,0.134,2,2,0.028000000000000025,-5,8,3,18,8,8,-8,-5,39
0,1,-5,0.03700000000000003,0,-4,0.08400000000000002,1,1,0.01200000000000001,4,4,8,3,-6,4,7,1,3
0,-1,5,-0.044999999999999984,6,10,0.10000000000000003,1,-3,0.14900000000000002,6,3,9,-2,0,3,2,0,5
0,10,-3,0.13100000000000006,-2,-9,0.04099999999999998,-2,-2,-0.039999999999999925,2,11,13,10,6,-2,2,8,16
0,6,-12,0.13699999999999996,-1,-9,0.125,-4,-7,0.050000000000000044,-13,4,-9,17,-3,-1,1,1,7
0,5,-4,0.07,6,11,0.10900000000000004,-15,-18,-0.08199999999999996,-11,-6,-17,11,-1,8,-4,6,1
0,5,-14,0.139,0,1,-0.011999999999999983,6,4,0.17500000000000004,-6,15,9,-1,-3,2,5,-3,16
0,6,7,0.031000000000000028,-1,0,-0.04800000000000004,-8,-10,-0.019000000000000017,0,0,0,5,7,-7,-3,-1,3
0,4,-15,0.134,11,14,0.4,-2,-1,-0.07200000000000006,-10,7,-3,8,-2,7,3,0,17
0,15,19,0.07600000000000001,-4,-6,-0.066,-9,-16,0.14200000000000002,-2,-2,-4,9,10,4,-14,6,17
0,1,-17,0.09600000000000003,6,-2,0.34099999999999997,0,-2,0.09699999999999998,-7,11,4,10,-7,2,8,-2,8
0,7,0,0.08200000000000007,-4,-15,0.11299999999999999,-3,4,-0.19599999999999995,-1,-2,-3,7,7,-1,-5,3,7
0,6,-6,0.10799999999999993,5,7,0.10499999999999998,-6,-4,-0.17400000000000004,-8,-2,-10,-2,-3,3,0,2,11
0,2,-17,0.126,9,9,0.259,8,7,0.1509999999999999,0,20,20,2,-1,7,12,-5,21
0,-1,3,-0.026000000000000023,-2,-3,-0.03600000000000003,7,10,-0.049000000000000155,8,3,11,-3,-1,1,-4,-5,3
0,10,5,0.09300000000000003,-1,-6,0.04799999999999999,-15,-19,-0.0020000000000000018,-3,-4,-7,13,0,-2,-1,4,4
0,-1,1,-0.019000000000000072,6,15,0.02100000000000002,6,5,0.20000000000000007,6,6,12,0,3,-1,0,1,10
0,-6,-8,-0.03799999999999998,0,-1,0.015000000000000013,16,17,0.11199999999999999,0,6,6,-9,-3,0,3,-10,4
0,2,-5,0.045999999999999985,1,-10,0.19000000000000003,-3,-5,0.10300000000000009,-7,4,-3,6,0,-3,-1,6,2
0,9,8,0.059,-1,0,-0.033999999999999975,-1,-1,-0.014000000000000123,4,4,8,4,4,8,-3,1,16
0,7,11,0.02900000000000008,-2,-8,0.032999999999999974,-6,-10,0.0040000000000000036,9,5,14,1,-1,2,0,4,6
0,-8,-15,-0.01699999999999996,0,0,0.0,17,19,0.038000000000000034,-8,-4,-12,-6,1,4,-3,-13,1
0,2,11,-0.038000000000000034,-2,-5,-0.02999999999999997,3,9,-0.1409999999999999,3,-13,-10,-1,5,-4,-10,-15,5
0,0,-10,0.05499999999999999,2,4,0.01799999999999996,4,9,-0.1259999999999999,-9,-7,-16,2,4,-2,-6,-6,6
0,9,3,0.10300000000000009,4,1,0.15399999999999997,5,0,0.3340000000000001,-4,4,0,3,0,1,-7,-1,27
0,7,-16,0.174,-1,-6,0.12100000000000005,5,10,-0.278,-9,15,6,-1,-2,2,4,-6,18
0,7,-8,0.13399999999999995,4,1,0.15999999999999998,-3,-4,0.020000000000000018,-3,5,2,12,2,7,0,0,15
0,-4,-16,0.03599999999999992,-2,-10,0.05800000000000005,11,15,-0.138,-5,9,4,6,-2,5,3,-4,1
0,0,-10,0.057999999999999996,1,-7,0.16700000000000004,4,3,0.08499999999999996,-8,2,-6,-9,2,0,1,0,5
0,0,-9,0.03899999999999998,9,10,0.268,8,16,-0.07099999999999995,4,13,17,-4,-6,-6,7,-9,17
0,11,-4,0.15599999999999992,5,1,0.196,-5,-9,0.06999999999999995,-2,14,12,3,2,2,3,4,22
0,-7,0,-0.08700000000000002,2,7,0.034999999999999976,13,12,0.16599999999999993,4,0,4,1,2,-10,-3,-6,1
0,12,14,0.06500000000000006,-2,-3,-0.065,-11,-15,0.04899999999999993,2,2,4,11,5,-1,-3,-2,11
0,2,-18,0.12,2,-8,0.2,-3,-4,-0.03200000000000003,-14,3,-11,10,-1,2,2,-5,3
0,-6,-13,-0.014000000000000012,6,14,-0.0,12,14,0.08499999999999996,-5,-1,-6,3,5,-2,-4,-8,6
0,-9,-2,-0.08700000000000002,6,17,-0.0050000000000000044,14,20,-0.028000000000000025,7,-3,4,-9,2,-1,-4,-13,2
0,5,2,0.05099999999999999,-2,0,-0.09500000000000003,1,2,-0.04899999999999993,4,2,6,1,0,4,0,-11,9
0,11,1,0.128,6,4,0.246,1,4,-0.1120000000000001,1,6,7,17,-3,4,-8,-3,29
0,2,-8,0.07099999999999995,6,4,0.17700000000000005,-1,-2,0.031000000000000028,-6,6,0,-3,-1,-2,2,4,9
0,9,2,0.09199999999999997,7,2,0.303,5,6,0.010000000000000009,1,8,9,5,3,3,-2,0,30
0,4,6,0.01799999999999996,1,5,-0.017000000000000015,4,6,-0.005999999999999894,-4,3,-1,0,9,4,-8,-5,13
0,7,-6,0.12099999999999989,4,-1,0.251,5,3,0.1339999999999999,-4,7,3,0,8,1,-3,0,23
0,1,-4,0.03600000000000003,7,13,0.06399999999999995,1,-1,0.08699999999999997,-6,1,-5,8,4,4,-2,-1,10
0,4,2,0.03899999999999998,2,1,0.14100000000000001,1,3,-0.08199999999999996,3,-2,1,4,3,10,-2,-3,11
0,8,-3,0.122,5,6,0.09800000000000003,8,9,0.038000000000000034,-3,2,-1,8,7,1,-7,-4,29
0,0,-4,0.02100000000000002,-11,-23,-0.01899999999999996,13,21,-0.026000000000000134,2,6,8,-4,3,-1,-3,-4,2
0,3,-9,0.09499999999999997,5,3,0.2230000000000001,6,9,-0.03299999999999992,2,11,13,4,-2,3,4,5,17
0,20,16,0.15600000000000003,3,5,0.02200000000000002,-11,-17,-0.019000000000000017,-3,10,7,12,8,0,-5,7,32
0,6,-3,0.08199999999999996,1,10,-0.057999999999999996,-4,2,-0.41700000000000004,1,3,4,4,-3,5,0,-1,9
0,12,5,0.14599999999999996,-3,-13,0.13,-7,-3,-0.14300000000000002,-2,-3,-5,6,2,4,-4,6,14
0,10,4,0.09300000000000003,6,3,0.27,-3,-4,0.014000000000000123,7,12,19,6,1,1,3,-3,23
0,3,10,-0.02200000000000002,0,-5,0.11000000000000004,-4,-3,-0.139,13,5,18,5,1,3,2,1,2
0,1,-9,0.064,-3,-4,-0.09999999999999998,13,13,0.118,-7,4,-3,4,4,1,-4,-1,12
0,1,-3,0.02899999999999997,7,15,0.02699999999999997,-1,-3,0.1140000000000001,-3,6,3,2,-5,3,4,1,8
0,-4,-7,-0.007999999999999952,1,-3,0.09499999999999997,9,13,-0.02300000000000002,1,0,1,-1,-1,5,-1,-1,2
0,-3,-2,-0.026000000000000023,1,2,0.015000000000000013,9,7,0.135,-1,3,2,2,3,3,-2,-7,4
0,12,5,0.136,6,-7,0.36500000000000005,-1,-4,0.06499999999999995,2,15,17,4,0,2,1,-2,29
0,0,-5,0.03200000000000003,2,-4,0.21699999999999992,7,11,-0.020999999999999908,-2,-3,-5,3,2,1,-5,-4,9
0,9,2,0.09499999999999997,-3,-8,-0.04999999999999999,0,3,-0.09299999999999997,2,0,2,0,1,-3,-4,-5,15
0,10,5,0.09500000000000003,2,4,0.028000000000000025,-10,-10,-0.08900000000000008,-4,-4,-8,9,2,-6,-5,2,12
0,8,1,0.09400000000000003,-1,-4,0.025000000000000022,-2,-3,0.03400000000000003,5,12,17,12,0,4,4,-1,13
0,0,2,-0.013000000000000012,0,0,0.0,10,16,-0.125,8,3,11,-6,2,-5,-4,-11,10
0,8,11,0.04600000000000004,2,4,0.044999999999999984,8,5,0.16000000000000003,10,9,19,5,4,-1,-3,-3,26
0,3,7,0.0020000000000000018,3,9,0.014000000000000012,-4,-3,-0.06099999999999994,3,-1,2,4,4,-3,-3,3,5
0,2,4,0.004000000000000059,1,-2,0.07300000000000001,12,16,0.018999999999999906,4,-2,2,8,3,3,-8,-11,17
0,-2,-7,0.017000000000000015,3,8,-0.0020000000000000018,8,10,-0.009000000000000119,-4,3,-1,-7,-3,-1,0,-3,7
0,15,0,0.18300000000000005,3,-9,0.29,-9,0,-0.5,3,7,10,11,-3,7,0,0,24
0,-3,-20,0.06800000000000006,-1,-7,0.046999999999999986,16,30,-0.14800000000000002,-6,3,-3,2,3,1,-4,-19,9
0,7,-3,0.10799999999999998,-2,-5,-0.03999999999999998,-7,2,-0.2889999999999999,-5,-4,-9,14,4,1,-5,1,5
0,1,-13,0.07699999999999996,0,-7,0.08799999999999997,2,5,-0.08299999999999996,-3,10,7,5,-5,1,4,-4,4
0,5,-3,0.08300000000000002,3,2,0.169,11,16,-0.09499999999999997,-1,7,6,12,0,1,-3,-4,24
0,7,5,0.057999999999999996,-2,-7,0.03600000000000003,11,15,0.020999999999999908,11,9,20,0,4,-1,-5,-7,23
0,1,-17,0.11999999999999994,3,1,0.15000000000000002,3,11,-0.257,-3,7,4,1,-1,9,4,-7,8
0,5,-5,0.09300000000000003,4,0,0.19,16,20,0.06700000000000006,6,11,17,6,-3,-2,2,-8,30
0,6,2,0.062000000000000055,3,6,0.043999999999999984,1,8,-0.21799999999999997,5,8,13,3,4,2,0,0,16
0,6,-4,0.11300000000000004,0,-14,0.269,-1,3,-0.18200000000000005,-3,0,-3,-2,3,-1,0,3,11
0,9,-11,0.18600000000000005,2,1,0.10499999999999998,3,0,0.09100000000000008,-2,15,13,-1,-4,1,6,2,23
0,-5,-10,-0.0040000000000000036,-2,2,-0.139,16,15,0.269,-3,2,-1,-4,-3,3,1,-12,4
0,13,0,0.15600000000000003,7,2,0.29600000000000004,9,11,-0.02100000000000002,-5,6,1,-2,7,0,-12,-3,42
0,4,1,0.041000000000000036,2,-2,0.16700000000000004,3,12,-0.25,2,2,4,2,0,-4,-1,-5,13
0,4,-4,0.07400000000000001,3,3,0.07700000000000001,4,4,0.06700000000000006,-2,6,4,4,-2,4,2,-5,15
0,0,1,-0.006000000000000005,-3,-6,-0.03600000000000003,4,7,-0.135,5,9,14,10,-3,-6,4,-13,1
0,6,5,0.04500000000000004,9,4,0.364,-8,-15,0.1359999999999999,-3,-2,-5,7,4,2,-4,-5,13
0,7,4,0.064,0,5,-0.10499999999999998,-4,-7,0.025000000000000022,1,6,7,7,-4,4,-2,7,10
0,5,-8,0.10200000000000004,-3,0,-0.24999999999999994,0,3,-0.1150000000000001,-7,2,-5,2,0,5,2,-5,7
0,9,7,0.07100000000000001,5,2,0.28600000000000003,-5,-8,0.06400000000000006,4,5,9,12,0,-7,2,5,18
0,-3,-7,0.004999999999999949,5,7,0.10499999999999998,9,11,0.005999999999999894,3,5,8,0,1,-5,5,-5,8
0,-4,-21,0.04899999999999999,1,-1,0.055999999999999994,13,21,-0.11099999999999999,-10,4,-6,10,3,2,-1,-9,6
0,8,-10,0.14800000000000002,-2,-10,0.10700000000000004,-1,1,-0.08700000000000008,-11,4,-7,6,1,1,1,-3,13
0,2,-16,0.11799999999999994,-3,-14,0.04899999999999999,12,22,-0.136,1,18,19,9,-6,4,7,-7,13
0,7,-12,0.15999999999999998,-3,-12,0.02699999999999997,3,-2,0.16200000000000003,-5,15,10,2,-8,5,6,5,14
0,1,-8,0.062000000000000055,6,1,0.29200000000000004,1,0,0.052000000000000046,-2,1,-1,8,-1,7,1,-3,9
0,7,3,0.07200000000000001,3,-5,0.31700000000000006,0,-1,0.031000000000000028,4,3,7,5,-1,1,1,4,17
0,5,-9,0.10799999999999998,0,-3,0.08700000000000002,-3,-2,-0.07300000000000006,-9,3,-6,3,1,11,-1,1,7
0,1,10,-0.04899999999999999,2,2,0.07400000000000001,7,0,0.2909999999999999,5,7,12,6,-1,1,-4,-2,11
0,2,-7,0.07100000000000006,-1,2,-0.11400000000000005,3,-2,0.1479999999999999,2,12,14,10,-6,3,8,-6,6
0,-2,-6,0.008000000000000063,1,4,-0.019999999999999962,9,9,0.10599999999999998,-4,0,-4,4,3,-2,-6,-1,6
0,6,5,0.03899999999999998,8,0,0.381,2,0,0.09999999999999998,-2,-4,-6,11,1,-1,-4,3,22
0,8,-2,0.10500000000000004,0,-2,0.03300000000000003,-4,-3,-0.12099999999999989,-8,-4,-12,13,7,4,-5,6,12
0,1,-3,0.030000000000000027,-4,0,-0.19099999999999998,8,14,-0.19999999999999996,4,8,12,-1,-4,6,2,-3,6
0,16,10,0.13199999999999995,4,-9,0.243,-6,-7,-0.03499999999999992,-4,6,2,11,1,1,-5,2,30
0,5,-6,0.09499999999999997,-4,2,-0.176,7,17,-0.16600000000000015,5,7,12,-1,-2,7,3,-9,13
0,-1,-24,0.131,2,-3,0.10600000000000004,11,21,-0.345,-1,11,10,7,-5,4,8,-10,11
0,-7,-3,-0.061,7,6,0.206,13,11,0.21799999999999997,2,0,2,4,-4,-1,2,-8,6
0,-3,-21,0.10399999999999998,0,2,-0.052000000000000046,8,11,-0.009000000000000008,-13,-1,-14,-2,-2,7,0,-7,2
0,0,-27,0.1670000000000001,8,2,0.355,9,17,-0.2270000000000001,-22,-3,-25,16,3,0,-4,-7,17
0,9,14,0.0129999999999999,5,1,0.20999999999999996,-9,-15,0.1329999999999999,5,3,8,7,0,1,-3,5,14
0,3,13,-0.04800000000000004,-3,-1,-0.12600000000000006,-1,-3,0.04200000000000004,6,0,6,1,2,0,-6,-8,2
0,-1,-2,0.0010000000000000009,3,7,0.008999999999999952,4,4,0.028999999999999915,-6,-4,-10,5,3,0,-6,-6,5
0,-1,4,-0.02999999999999997,-1,-1,-0.031000000000000028,4,8,-0.10100000000000009,8,3,11,-3,3,-6,-1,-2,1
0,4,-4,0.06299999999999994,2,-2,0.11399999999999999,11,8,0.19499999999999995,-1,13,12,8,2,2,3,-5,21
0,11,5,0.10600000000000004,8,3,0.373,7,8,0.0030000000000000027,3,5,8,1,3,4,-6,-4,37
0,11,-4,0.15099999999999997,-1,-8,0.063,-6,-7,-0.08599999999999997,-3,7,4,5,-1,6,2,9,15
0,7,-13,0.16299999999999998,7,2,0.35,0,2,-0.133,-7,10,3,4,-4,2,3,7,21
0,5,-4,0.07799999999999996,-7,-12,-0.11599999999999999,-2,-1,-0.08799999999999997,-4,1,-3,5,2,2,0,1,1
0,13,0,0.15000000000000002,3,-2,0.17300000000000004,-6,-1,-0.3459999999999999,0,10,10,6,0,6,-2,3,23
0,3,-7,0.08199999999999996,-1,4,-0.126,2,1,0.052999999999999936,-11,-1,-12,1,-1,0,-5,-2,7
0,6,-1,0.07300000000000001,3,8,0.061,7,3,0.20799999999999996,5,16,21,6,-3,-1,5,-1,22
0,6,4,0.04899999999999999,-4,-7,-0.026000000000000023,-1,0,-0.07699999999999996,2,1,3,5,2,7,-6,-2,7
0,6,11,0.012999999999999956,0,-4,0.03,-2,-2,-0.01100000000000012,5,2,7,2,2,-4,-2,-1,10
0,1,-7,0.056999999999999995,5,2,0.15399999999999997,8,8,0.05500000000000005,-3,3,0,-5,-2,-3,-2,1,15
0,1,-20,0.10700000000000004,0,-1,0.022999999999999965,6,6,0.09700000000000009,-7,8,1,6,0,-2,6,-2,8
0,0,-8,0.044999999999999984,3,-6,0.273,3,14,-0.275,-2,-1,-3,3,3,-2,-4,-1,6
0,-5,-9,-0.013000000000000012,5,8,0.08100000000000002,8,13,-0.09100000000000008,-4,-4,-8,1,1,4,-3,-5,3
0,5,9,0.006000000000000005,0,2,-0.03500000000000003,7,6,0.16200000000000003,6,5,11,2,1,-1,-2,-5,17
0,-2,-3,-0.009000000000000008,1,6,-0.032999999999999974,10,12,0.0129999999999999,4,4,8,-4,1,-1,1,1,7
0,12,-1,0.15899999999999997,0,0,0.0,5,9,-0.11599999999999999,-2,9,7,2,7,-1,-5,-3,29
0,2,5,0.002999999999999947,4,-3,0.28900000000000003,-7,-8,-0.01100000000000012,5,3,8,2,-2,-2,4,-1,1
0,-2,-1,-0.020999999999999908,1,2,0.02699999999999997,4,9,-0.17199999999999993,7,10,17,0,-6,1,5,-1,1
0,2,-3,0.044999999999999984,10,17,0.14700000000000002,-2,-2,-0.03400000000000003,-4,-4,-8,2,1,2,-5,5,12
0,5,-15,0.14799999999999996,3,0,0.2,-4,3,-0.269,-7,8,1,5,-4,2,8,5,9
0,4,1,0.04200000000000004,2,14,-0.192,1,0,0.06599999999999995,-4,3,-1,11,0,3,-4,-4,11
0,2,-5,0.050000000000000044,6,7,0.19,0,-1,0.06399999999999995,-1,5,4,-11,-4,1,6,0,10
0,-6,-2,-0.064,0,-7,0.247,13,16,0.10499999999999998,4,-4,0,-9,0,3,-3,-3,1
0,-1,-23,0.11499999999999994,5,-1,0.27999999999999997,0,0,0.0,-13,8,-5,-6,-3,4,4,0,3
0,4,4,0.025000000000000022,3,-6,0.26400000000000007,0,0,-0.0,4,3,7,-5,0,-4,-2,2,11
0,6,5,0.04699999999999993,1,2,0.02200000000000002,-3,1,-0.14,3,7,10,7,-1,-2,0,-4,10
0,13,-9,0.21100000000000008,6,9,0.14499999999999996,6,12,-0.133,3,19,22,12,-1,3,8,-6,38
0,7,-22,0.17400000000000004,0,-7,0.092,10,8,0.17600000000000005,-11,15,4,6,2,5,6,-1,24
0,1,6,-0.02100000000000002,0,3,-0.05499999999999999,1,-1,0.10299999999999998,-3,-6,-9,1,3,2,-8,3,3
0,4,-15,0.14899999999999997,1,-7,0.2149999999999999,5,8,-0.04700000000000004,-14,0,-14,0,6,1,-4,-10,14
0,6,3,0.06299999999999994,1,4,-0.013999999999999957,-6,-7,-0.02200000000000002,5,11,16,5,-7,6,4,2,7
0,-4,-12,0.01200000000000001,0,5,-0.07499999999999998,16,23,-0.07300000000000006,-1,6,5,-3,-2,6,-1,-12,8
0,6,-16,0.15300000000000002,-2,-10,-0.015000000000000013,21,19,0.299,-7,9,2,4,1,2,-2,-11,31
0,-2,-12,0.03699999999999992,0,3,-0.07100000000000001,11,12,0.16700000000000004,-3,1,-2,0,-3,1,1,-10,7
0,2,-8,0.07900000000000001,-1,-10,0.11100000000000004,2,10,-0.24399999999999988,0,7,7,-3,1,4,1,1,5
0,4,4,0.02899999999999997,6,9,0.15000000000000002,-13,-11,-0.20599999999999996,1,-2,-1,17,-2,-6,1,5,1
